9, 3, 6, 80, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 150, 3, 7, 0, 40, 0, 500, 250, 1
10, 9, 4, 80, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 25, 0, 9, 0, 40, 1, 400, 250, 0
10, 3, 10, 80, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 75, 2, 7, 20, 10, 1, 400, 200, 4
4, 9, 6, 120, 3, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 150, 2, 0, 10, 30, 1, 400, 200, 4
5, 3, 6, 80, 4, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 150, 1, 6, 10, 20, 0, 500, 250, 3
9, 4, 2, 60, 3, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 150, 2, 7, 10, 30, 1, 500, 250, 4
8, 9, 6, 40, 4, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 100, 1, 3, 10, 40, 1, 400, 200, 1
10, 1, 4, 140, 4, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 25, 2, 4, 20, 10, 0, 400, 200, 4
6, 8, 4, 40, 3, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 150, 3, 0, 20, 10, 1, 400, 200, 1
7, 9, 2, 40, 3, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 25, 1, 6, 0, 30, 1, 500, 200, 1
9, 5, 8, 100, 4, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 150, 2, 1, 0, 40, 0, 400, 250, 5
7, 3, 4, 100, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 25, 3, 8, 0, 10, 0, 400, 200, 1
3, 6, 6, 60, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 150, 2, 4, 0, 30, 0, 400, 250, 4
6, 3, 8, 40, 2, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 150, 0, 6, 10, 40, 1, 500, 200, 1
6, 8, 6, 80, 4, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 150, 0, 6, 10, 10, 1, 500, 250, 1
7, 4, 8, 100, 4, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 50, 0, 6, 10, 20, 1, 500, 200, 1
