9,8,8,120,3,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,25,0,8,20,30,0,500,200,5
3,5,10,100,4,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,100,3,7,20,10,1,500,300,2
10,2,2,120,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,200,2,5,10,20,2,400,300,2
6,9,2,140,4,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,200,2,3,20,10,2,400,200,0
9,5,8,160,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,100,3,9,20,20,0,400,300,4
10,1,4,40,4,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,25,1,7,10,50,1,400,200,3
4,4,2,100,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,150,2,7,10,50,1,500,300,2
1,9,2,40,3,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,200,1,6,10,10,2,400,300,3
9,3,6,60,2,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,100,2,3,10,20,1,600,300,4
2,4,10,160,3,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,25,2,7,0,40,1,600,250,0
7,6,8,80,4,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,100,2,8,0,40,2,500,250,1
7,3,8,120,2,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,50,0,4,20,30,1,600,250,4
3,4,2,140,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,50,0,2,20,40,0,400,250,1
2,4,10,160,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,75,3,6,20,10,2,600,250,4
7,1,2,120,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,50,1,5,20,10,2,400,300,0
4,1,4,100,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,25,3,4,10,40,1,600,200,3
10,8,6,160,4,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,25,1,1,10,10,2,400,250,3
6,8,4,160,4,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,100,2,6,20,30,0,400,250,0
4,1,2,140,4,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,150,0,6,10,30,0,400,250,2
8,9,8,80,2,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,100,0,3,20,50,0,400,250,2
7,2,8,140,2,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,100,0,3,0,30,2,600,300,5
4,9,4,100,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,150,3,3,20,30,0,500,200,4
7,9,8,160,3,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,50,1,9,0,40,1,500,200,4
5,2,10,120,2,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,25,3,2,0,40,2,500,250,4
9,8,10,160,3,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,50,2,4,20,50,0,600,200,3
9,1,10,140,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,75,2,4,0,30,1,500,300,2
10,9,6,140,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,200,2,4,20,40,1,400,300,4
10,8,6,60,4,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,100,0,5,10,50,0,600,250,4
5,3,4,140,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,200,1,4,10,30,2,500,200,0
6,2,6,120,4,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,100,0,2,10,30,2,400,200,2
3,9,2,60,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,50,2,4,10,50,1,400,200,5
6,7,6,80,4,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,75,1,7,10,10,2,400,300,1
8,3,10,140,2,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,25,2,5,20,40,0,600,250,3
4,9,6,100,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,150,2,2,20,20,0,500,200,2
1,1,6,160,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,200,2,2,20,10,1,500,250,5
5,3,2,120,4,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,150,0,1,10,30,0,500,250,0
10,8,2,40,3,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,25,3,4,10,40,2,600,300,0
10,4,10,120,2,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,75,3,3,10,40,0,400,250,3
7,3,2,100,2,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,75,3,1,10,20,1,600,200,0
1,5,10,60,3,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,75,1,4,0,50,1,500,250,2
6,3,10,60,4,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,75,2,6,20,40,2,600,250,1
2,1,6,40,4,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,25,3,9,20,10,1,400,200,2
7,1,4,40,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,150,2,7,10,50,2,600,200,0
9,6,10,100,3,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,25,2,6,10,50,1,500,200,2
6,6,10,100,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,150,2,3,10,50,2,500,300,0
6,3,6,120,2,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,150,2,4,20,40,1,600,200,4
8,7,6,60,4,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,200,1,2,20,10,1,600,300,5
7,1,8,100,4,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,75,0,9,20,50,1,400,300,3
10,8,2,40,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,150,1,4,20,20,0,400,300,3
4,6,4,100,4,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,150,2,8,10,50,2,500,300,1
