9,3,6,80,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,150,3,7,0,40,0,500,250,1
10,9,4,60,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,25,0,9,0,40,2,400,250,0
10,5,8,120,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,100,1,9,0,30,2,400,200,4
10,3,4,60,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,50,1,4,0,40,2,500,200,0
8,3,4,160,2,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,100,1,6,10,30,2,500,250,5
9,4,2,60,3,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,150,2,7,10,30,1,500,250,4
9,7,8,60,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,50,2,2,10,30,1,400,200,2
10,1,2,60,2,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,25,1,7,0,10,2,400,250,4
4,8,4,40,3,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,150,3,0,20,10,1,400,200,1
7,6,4,140,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,50,3,7,10,20,2,400,200,5
5,1,10,40,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,50,0,2,10,30,2,400,200,4
6,2,6,140,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,100,2,7,20,40,0,400,200,0
9,3,4,60,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,25,0,7,0,20,2,400,250,4
2,4,2,140,4,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,75,1,1,10,30,2,400,200,4
6,9,8,140,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,50,3,2,20,40,2,400,200,0
3,1,8,60,2,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,25,0,9,10,20,1,500,200,4
8,4,2,80,2,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,150,2,5,10,40,1,400,250,0
8,5,8,140,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,100,3,2,0,30,1,500,250,4
6,3,8,100,3,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,100,0,0,10,30,1,500,200,1
8,6,6,140,3,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,50,0,1,0,20,2,400,200,0
7,8,4,60,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,50,2,3,0,20,2,600,250,2
8,7,8,40,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,100,2,3,0,40,2,400,200,1
7,8,10,40,4,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,100,2,8,0,10,2,500,200,1
10,6,6,80,3,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,25,0,4,0,10,0,400,250,4
4,7,8,80,3,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,150,0,6,10,30,0,500,250,1
6,4,4,120,3,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,50,2,8,10,20,2,500,250,4
7,6,4,120,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,150,2,2,10,40,0,500,200,4
10,4,8,40,3,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,25,2,0,20,30,2,500,200,5
7,8,2,120,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,75,1,3,0,40,0,500,250,2
8,5,4,40,3,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,25,3,7,10,10,2,400,200,1
3,3,8,40,4,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,150,3,0,0,30,0,400,200,2
3,7,10,120,4,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,25,1,2,10,20,2,500,200,5
9,4,10,140,2,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,75,2,6,10,30,1,400,250,4
2,9,10,40,3,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,150,0,0,20,20,2,500,250,1
8,3,4,120,4,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,100,1,0,10,10,2,500,250,0
9,7,10,60,3,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,75,2,7,0,20,2,600,250,0
8,2,8,140,2,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,50,2,4,0,40,1,500,200,3
10,8,8,100,2,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,50,0,9,20,30,1,400,200,4
10,4,4,140,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,150,3,1,0,20,1,500,250,2
8,7,4,100,2,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,150,1,9,10,30,2,600,300,2
2,7,4,40,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,25,2,0,0,10,1,400,200,1
6,7,6,120,3,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,25,2,8,10,40,2,400,200,3
6,3,6,120,3,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,150,0,6,10,40,0,400,200,4
10,8,6,60,2,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,75,0,6,10,20,0,500,200,2
9,2,4,40,3,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,150,3,7,10,20,2,400,200,0
10,9,4,40,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,100,0,3,0,10,2,500,200,4
10,5,2,100,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,75,0,4,0,20,1,400,200,4
8,3,6,100,4,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,75,0,7,0,10,2,500,250,4
